 ,KendallsTau           ,Model                ,SpearmanCorrelation  ,ZeroOneRankLoss    ,ZeroOneRankLossTies
0,0.3645179867744446    ,NoSetLayers          ,0.4166039824485779   ,0.3177465796470642 ,0.3177480697631836
1,0.09496599435806274   ,5SetLayers           ,0.1175919771194458   ,0.45251592993736267,0.45251592993736267
2,-0.0071059465408325195,32SetLayers          ,-0.006536960601806641,0.5035532712936401 ,0.5035532712936401
3,0.8078960180282593    ,10SetLayersBestParams,0.8668140172958374   ,0.09604988247156143,0.09604988247156143
